plntid;binary;plntmass;plntradius;period;smaxis;plnttemp;plntage;discmeth;discyear;ra;dec;distsun;strmass;strradius;strmetal;strtemp;strage;inhabitzone
HD 102956 b;0;0,96;NA;6,495;0,081;1642,2;NA;RV;2010;177,845833333333;57,6338888888889;126;1,68;4,4;0,19;5054;NA;FALSE
WTS-1 b;0;4,01;1,49;3,35;0,047;1362,3;NA;transit;2012;293,985041666667;36,2963055555556;3200;1,2;1,15;NA;6250;NA;FALSE
BD+49 828 b;0;1,6;NA;2590;4,2;NA;NA;RV;2015;45,6405675;49,7299927777778;NA;1,52;7,6;-0,19;4943;2,3;TRUE
HD 66141 b;0;6;NA;480,5;1,2;801,4;NA;RV;2012;120,566666666667;2,33333333333333;80,9;1,1;22;-0,36;4305;NA;TRUE
CoRoT-2 b;0;3,31;1,465;1,7429964;0,0281;1392,7;NA;transit;2007;291,779166666667;1,38333333333333;300;0,97;0,902;NA;5575;NA;FALSE
HD 176051 b;0;1,5;NA;1016;1,76;NA;NA;RV;2010;284,258333333333;32,9;14,99;NA;NA;NA;5700;NA;TRUE
Kepler-295 b;0;NA;0,11118;12,645164;0,110652035897836;NA;NA;transit;2014;285,345833333333;45,3666666666667;737,84;0,885;0,898;NA;5603;NA;FALSE
Kepler-295 c;0;NA;0,10662;21,526258;0,157757055705547;NA;NA;transit;2014;285,345833333333;45,3666666666667;737,84;0,885;0,898;NA;5603;NA;FALSE
Kepler-295 d;0;NA;0,12394;33,884054;0,213471552350806;NA;NA;transit;2014;285,345833333333;45,3666666666667;737,84;0,885;0,898;NA;5603;NA;FALSE
XO-5 b;0;1,077;1,03;4,1877537;0,0487;1133,5;NA;transit;2008;116,716666666667;39,0844444444444;255;0,88;1,06;0,18;5510;NA;FALSE
EPIC 201367065 b;0;0,0264;0,1854;10,05429;0,0775;NA;NA;transit;2015;172,33495;-1,45478611111111;45;0,612;0,553;-0,32;3900;NA;FALSE
EPIC 201367065 c;0;NA;0,1467;24,6491;0,1405;NA;NA;transit;2015;172,33495;-1,45478611111111;45;0,612;0,553;-0,32;3900;NA;FALSE
EPIC 201367065 d;0;NA;0,1365;44,5705;0,2086;NA;NA;transit;2015;172,33495;-1,45478611111111;45;0,612;0,553;-0,32;3900;NA;FALSE
2MASS 0122-2439 B;0;NA;NA;NA;NA;NA;NA;imaging;2013;20,7122416666667;-24,6640694444444;36;0,4;NA;NA;NA;0,12;FALSE
Kepler-229 c;0;NA;0,44836;16,068638;0,134597419032025;NA;NA;transit;2014;286,995833333333;48,3675;949,11;0,794;0,728;NA;5120;NA;FALSE
Kepler-229 d;0;NA;0,35085;41,194912;0,252123352807287;NA;NA;transit;2014;286,995833333333;48,3675;949,11;0,794;0,728;NA;5120;NA;FALSE
Kepler-229 b;0;NA;0,20049;6,252972;0,0717422528390841;NA;NA;transit;2014;286,995833333333;48,3675;949,11;0,794;0,728;NA;5120;NA;FALSE
HD 9446 b;0;0,7;NA;30,052;0,189;586,1;NA;RV;2010;23,3333333333333;29,2513888888889;53;1;1;0,09;5793;NA;FALSE
HD 9446 c;0;1,82;NA;192,9;0,654;315,8;NA;RV;2010;23,3333333333333;29,2513888888889;53;1;1;0,09;5793;NA;FALSE
HD 125612 b;0;3;NA;502;1,37;224,5;NA;RV;2007;215,225;-17,4680555555556;52,82;1,1;1,05;0,24;5897;NA;TRUE
HD 125612 c;0;0,058;NA;4,1547;0,05;1186;NA;RV;2009;215,225;-17,4680555555556;52,82;1,1;1,05;0,24;5897;NA;FALSE
HD 125612 d;0;7,2;NA;3008;4,2;129,4;NA;RV;2009;215,225;-17,4680555555556;52,82;1,1;1,05;0,24;5897;NA;FALSE
Kepler-362 c;0;NA;0,13214;37,866281;0,220712005653907;NA;NA;transit;2014;291,770833333333;47,5177777777778;648,69;NA;0,722;NA;5788;NA;FALSE
Kepler-362 b;0;NA;0,08019;10,327186;0,0928208457127024;NA;NA;transit;2014;291,770833333333;47,5177777777778;648,69;NA;0,722;NA;5788;NA;FALSE
Kepler-241 b;0;NA;0,21233;12,718092;0,121814220316104;NA;NA;transit;2014;292,9125;41,0508333333333;595,71;0,671;0,668;NA;4699;NA;FALSE
Kepler-241 c;0;NA;0,2342;36,065978;0,244051692552568;NA;NA;transit;2014;292,9125;41,0508333333333;595,71;0,671;0,668;NA;4699;NA;FALSE
Qatar-2 b;0;2,487;1,144;1,3371182;0,02149;1179,7;NA;transit;2011;207,654166666667;-6,80027777777778;NA;0,74;0,713;NA;4645;NA;FALSE
Kepler-102 e;0;0,028091;0,202309;16,1457;0,134688994826533;NA;NA;transit;2014;281,479166666667;47,2005555555556;119,3;0,8;0,74;0,08;4903;1,41;FALSE
Kepler-102 d;0;0,011954;0,107534;10,3117;0,0998882426044704;NA;NA;transit;2014;281,479166666667;47,2005555555556;119,3;0,8;0,74;0,08;4903;1,41;FALSE
Kepler-102 f;0;NA;0,080195;27,4536;0,191878829493947;NA;NA;transit;2014;281,479166666667;47,2005555555556;119,3;0,8;0,74;0,08;4903;1,41;FALSE
Kepler-102 c;0;NA;0,052856;7,07142;0,0776781036032222;NA;NA;transit;2014;281,479166666667;47,2005555555556;119,3;0,8;0,74;0,08;4903;1,41;FALSE
Kepler-102 b;0;NA;0,042831;5,28696;0,0639879518194594;NA;NA;transit;2014;281,479166666667;47,2005555555556;119,3;0,8;0,74;0,08;4903;1,41;FALSE
HAT-P-37 b;0;1,169;1,178;2,797436;0,0378;1166,3;NA;transit;2012;284,295833333333;51,2666666666667;411;0,929;0,877;0,03;5500;NA;FALSE
WASP-8 b;1;2,244;1,038;8,158715;0,0801;846,5;NA;transit;2008;359,9;-35,0180555555556;87;1,033;0,953;0,17;5600;NA;FALSE
HR 810 b;0;2,26;NA;320,1;0,925;373,3;NA;RV;1999;40,6291666666667;-50,8002777777778;17,17;1,11;1,85;0,25;5997;NA;TRUE
HAT-P-29 b;0;0,778;1,107;5,72318;0,0667;1149,1;NA;transit;2011;33,1291666666667;51,7677777777778;322;1,207;1,224;0,21;6087;NA;FALSE
HD 4732 b;0;2,37;NA;360,2;1,19;NA;NA;RV;2012;12,3041666666667;-24,1336111111111;56,5;1,74;5,4;0,01;4959;NA;FALSE
HD 4732 c;0;2,37;NA;2732;4,6;NA;NA;RV;2012;12,3041666666667;-24,1336111111111;56,5;1,74;5,4;0,01;4959;NA;TRUE
HD 1666 b;0;6,43;NA;270;0,94;NA;NA;RV;2015;5,218081625;-19,9312245277778;110,6;1,5;1,93;0,37;6317;1,76;FALSE
Kepler-434 b;0;2,86;1,13;12,8747099;0,1143;1000;NA;transit;2015;293,586370833333;42,7622444444444;1240;1,198;1,38;0,35;5970;NA;FALSE
Kepler-203 b;0;NA;0,2342;3,162697;0,0420328451832785;NA;NA;transit;2014;297,0875;41,3836111111111;800,07;1,01;1,114;NA;5821;NA;FALSE
Kepler-203 c;0;NA;0,22509;5,370647;0,0598275845511488;NA;NA;transit;2014;297,0875;41,3836111111111;800,07;1,01;1,114;NA;5821;NA;FALSE
Kepler-203 d;0;NA;0,13123;11,32972;0,0984078737674269;NA;NA;transit;2014;297,0875;41,3836111111111;800,07;1,01;1,114;NA;5821;NA;FALSE
HAT-P-22 b;0;2,147;1,08;3,21222;0,0414;1171,7;NA;transit;2010;155,683333333333;50,1177777777778;82;0,916;1,04;0,24;5302;NA;FALSE
HD 10442 b;0;2,1;NA;1043;2,335;NA;NA;RV;2014;25,471425;2,70438055555556;NA;1,56;NA;0,11;5034;NA;TRUE
Kepler-261 b;0;NA;0,19866;10,381227;0,0973468593586315;NA;NA;transit;2014;291,3625;37,6008333333333;359,31;0,876;0,794;NA;5098;NA;FALSE
Kepler-261 c;0;NA;0,18226;24,570858;0,172889931014254;NA;NA;transit;2014;291,3625;37,6008333333333;359,31;0,876;0,794;NA;5098;NA;FALSE
HATS-10 b;0;0,526;0,969;3,312846;0,04491;1407;NA;transit;2015;294,3075;-22,2044722222222;496;1,101;1,105;0,15;5880;3,3;FALSE
HATS-5 b;0;0,237;0,912;4,763387;0,0542;1025;NA;transit;2014;67,2228708333333;-21,4819166666667;257;0,936;0,871;0,19;5304;3,6;FALSE
Kepler-38 (AB) b;1;NA;0,39641678;105,595;0,4644;NA;NA;transit;2012;286,829166666667;42,2677777777778;3500;NA;NA;NA;NA;NA;FALSE
Kepler-52 c;0;NA;0,15583;16,384888;0,151668212611943;NA;NA;transit;2014;286,7375;49,9675;356,41;0,577;0,556;NA;4263;NA;FALSE
Kepler-52 b;0;NA;0,21324;7,877407;0,093079585451173;NA;NA;transit;2014;286,7375;49,9675;356,41;0,577;0,556;NA;4263;NA;FALSE
Kepler-52 d;0;NA;0,1777;36,445171;0,25843951191029;NA;NA;transit;2014;286,7375;49,9675;356,41;0,577;0,556;NA;4263;NA;TRUE
KOI-206 b;0;2,82;1,45;5,33408384;0,0679;1776;NA;transit;2012;297,59365;40,9772694444444;1870;1,46;2,26;0,06;6340;NA;FALSE
WASP-98 b;0;0,83;1,1;2,96264;0,036;1180;NA;transit;2013;58,4291666666667;-34,3177777777778;NA;0,69;0,7;-0,6;5525;NA;FALSE
TrES-4 A b;1;0,494;1,838;3,55392771;0,0516;1795;NA;transit;2007;268,304166666667;37,2011111111111;485;1,45;1,81;0,28;6295;2,2;FALSE
HN Peg b;0;22;1,05;NA;NA;1130;NA;imaging;2007;326,129166666667;14,7669444444444;18,4;1;NA;NA;5940;NA;FALSE
CFBDS 1458 b;0;6,5;NA;9855;2,6;NA;NA;imaging;2011;224,620833333333;10,2177777777778;23,1;0,02;NA;NA;540;NA;FALSE
MOA-2007-BLG-400-L b;0;0,9;NA;NA;0,85;104,6;NA;microlensing;2008;272,425;-29,2172222222222;6000;0,35;NA;NA;5700;NA;FALSE
HD 17156 b;0;3,191;1,095;21,2163979;0,1623;790,5;NA;transit;2007;42,4333333333333;71,7502777777778;78,24;1,275;1,508;0,24;6079;NA;FALSE
HD 1461 b;0;0,0239;NA;5,7727;0,063438;1054,8;NA;RV;2009;4,675;-8,05027777777778;23,4;1,08;1,095;0,19;5765;NA;FALSE
HD 1461 c;0;0,0186;NA;13,505;0,1117;795,9;NA;RV;2011;4,675;-8,05027777777778;23,4;1,08;1,095;0,19;5765;NA;FALSE
WASP-31 b;0;0,478;1,537;3,405909;0,04657;1410,6;NA;transit;2010;169,4375;-19,0502777777778;400;1,16;1,24;-0,19;6200;NA;FALSE
WASP-23 b;0;0,884;0,962;2,9444256;0,0376;1024;NA;transit;2010;101,129166666667;-42,7511111111111;NA;0,78;0,765;NA;5150;NA;FALSE
Gliese 876 b;0;2,6697;NA;61,087;0,218589;NA;NA;RV;2000;343,304166666667;-14,2502777777778;4,69;0,37;0,3761;0,19;3129;NA;TRUE
Gliese 876 c;0;0,8429;NA;30,0766;0,135985;NA;NA;RV;2000;343,304166666667;-14,2502777777778;4,69;0,37;0,3761;0,19;3129;NA;TRUE
Gliese 876 d;0;0,0217;NA;1,93787;0,0218393;NA;NA;RV;2005;343,304166666667;-14,2502777777778;4,69;0,37;0,3761;0,19;3129;NA;FALSE
Gliese 876 e;0;0,05399;NA;124,72;0,3343;NA;NA;RV;2010;343,304166666667;-14,2502777777778;4,69;0,37;0,3761;0,19;3129;NA;FALSE
CoRoT-26 b;0;0,52;1,26;4,20474;0,0526;NA;NA;transit;2013;279,750541666667;6,96991666666667;1670;1,09;1,79;0,01;5590;NA;FALSE
WASP-87 b;0;2,18;1,385;1,682795;0,02946;2322;NA;transit;2014;185,324666666667;-52,8408333333333;240;1,204;1,627;-0,41;6450;3,8;FALSE
HD 117618 b;0;0,178;NA;25,827;0,176;664,2;NA;RV;2004;203,104166666667;-47,2669444444444;38;1,05;1,19;0,04;5861;NA;FALSE
HD 117618.02;0;0,2;NA;318;0,93;NA;NA;RV;2013;203,104166666667;-47,2669444444444;38;1,05;1,19;0,04;5861;NA;TRUE
EPIC 201338508 c;1;NA;0,177;10,93406;0,0783;511;NA;transit;2015;169,3035;-1,87797222222222;181;0,53;0,52;-0,51;4102;NA;FALSE
EPIC 201338508 b;1;NA;0,177;5,73491;0,0509;634;NA;transit;2015;169,3035;-1,87797222222222;181;0,53;0,52;-0,51;4102;NA;FALSE
GJ 682 b;0;0,014;NA;17,478;0,08;NA;NA;RV;2014;264,265260083333;-44,3192138055556;5,079;0,27;NA;NA;3028;NA;TRUE
GJ 682 c;0;0,027;NA;57,32;0,176;NA;NA;RV;2014;264,265260083333;-44,3192138055556;5,079;0,27;NA;NA;3028;NA;FALSE
HD 154857 b;0;2,24;NA;408,6;1,291;336;NA;RV;2004;257,8125;-56,6680555555556;64,2;1,718;2,31;-0,31;5508;NA;FALSE
HD 154857 c;0;2,58;NA;3452;5,36;NA;NA;RV;2014;257,8125;-56,6680555555556;64,2;1,718;2,31;-0,31;5508;NA;TRUE
HD 6718 b;0;1,56;NA;2496;3,56;135,5;NA;RV;2009;16,9541666666667;-8,23333333333333;55,9;0,96;1,02;-0,06;5745;NA;FALSE
Kepler-54 b;0;NA;0,18864;8,01026;0,0978214787982929;NA;NA;transit;2014;294,770833333333;43,0505555555556;499,51;0,514;0,554;NA;4252;NA;FALSE
Kepler-54 c;0;NA;0,15948;12,072389;0,128587463431582;NA;NA;transit;2014;294,770833333333;43,0505555555556;499,51;0,514;0,554;NA;4252;NA;FALSE
Kepler-54 d;0;NA;0,13943;20,995694;0,185961613232314;NA;NA;transit;2014;294,770833333333;43,0505555555556;499,51;0,514;0,554;NA;4252;NA;FALSE
Mercury;0;0,00017387419;0,034901518;87,97;0,38709843;NA;NA;;NA;NA;NA;NA;1;1;1e-08;5778;4,57;FALSE
Venus;0;0,0025637401;0,08656491;224,7;0,72332102;NA;NA;;NA;NA;NA;NA;1;1;1e-08;5778;4,57;TRUE
Earth;0;0,0031457007;0,091130294;365,2422;1,00000018;NA;NA;;NA;NA;NA;NA;1;1;1e-08;5778;4,57;TRUE
Mars;0;0,00033799525;0,048489079;686,98;1,52371243;NA;NA;;NA;NA;NA;NA;1;1;1e-08;5778;4,57;TRUE
Jupiter;0;1;1;4332,82;5,20248019;NA;NA;;NA;NA;NA;NA;1;1;1e-08;5778;4,57;FALSE
Saturn;0;0,299;0,832944;10755,67;9,54149883;NA;NA;;NA;NA;NA;NA;1;1;1e-08;5778;4,57;FALSE
Uranus;0;0,0457;0,362775;30687,153;19,18797948;NA;NA;;1781;NA;NA;NA;1;1;1e-08;5778;4,57;FALSE
Neptune;0;0,053953;0,35221925;60190,03;30,06952752;NA;NA;;1846;NA;NA;NA;1;1;1e-08;5778;4,57;FALSE
Pluto;0;7,7581378e-06;0,0164379;90553,02;39,48686035;NA;NA;;1930;NA;NA;NA;1;1;1e-08;5778;4,57;FALSE
Kepler-370 c;0;NA;0,17406;19,02293;0,139479097379752;NA;NA;transit;2014;292,170833333333;40,9013888888889;1139,98;NA;0,9;NA;5852;NA;FALSE
Kepler-370 b;0;NA;0,1449;4,57953;0,0539765091708247;NA;NA;transit;2014;292,170833333333;40,9013888888889;1139,98;NA;0,9;NA;5852;NA;FALSE
VHS 1256-1257 b;0;11,2;NA;NA;NA;880;NA;imaging;2015;194,008008333333;-12,9566638888889;12,7;0,07;NA;NA;2620;NA;FALSE
WASP-35 b;0;0,72;1,32;3,161575;0,04317;1450;NA;transit;2011;76,0833333333333;-6,21777777777778;NA;1,07;1,09;-0,15;5990;NA;FALSE
HR 8799 b;0;7;1,1;164250;68;NA;NA;imaging;2008;346,870833333333;21,1333333333333;39,4;1,56;1,5;-0,47;9790;NA;FALSE
HR 8799 c;0;10;1,3;82145;42,9;NA;NA;imaging;2008;346,870833333333;21,1333333333333;39,4;1,56;1,5;-0,47;9790;NA;FALSE
HR 8799 d;0;10;1,2;41054;27;NA;NA;imaging;2008;346,870833333333;21,1333333333333;39,4;1,56;1,5;-0,47;9790;NA;FALSE
HR 8799 e;0;9;NA;18000;14,5;104;NA;imaging;2010;346,870833333333;21,1333333333333;39,4;1,56;1,5;-0,47;9790;NA;FALSE
Kapteyn b;0;0,015099;NA;48,616;0,168;NA;NA;RV;2014;77,919088;-45,0184138611111;3,91;0,281;0,291;-0,86;3550;11;TRUE
Kapteyn c;0;0,02202;NA;121,54;0,311;NA;NA;RV;2014;77,919088;-45,0184138611111;3,91;0,281;0,291;-0,86;3550;11;FALSE
MOA-2008-BLG-379L b;0;4,1;NA;NA;3,3;NA;NA;microlensing;2013;269,704166666667;-30,1844444444444;3300;0,56;NA;NA;NA;NA;FALSE
Kepler-149 b;0;NA;0,38366;29,198943;0,191593592512259;NA;NA;transit;2014;285,85;38,3833333333333;588,12;0,909;0,953;NA;5381;NA;FALSE
Kepler-149 d;0;NA;0,36088;160,018032;0,595546272212692;NA;NA;transit;2014;285,85;38,3833333333333;588,12;0,909;0,953;NA;5381;NA;TRUE
Kepler-149 c;0;NA;0,14672;55,328328;0,293382761041378;NA;NA;transit;2014;285,85;38,3833333333333;588,12;0,909;0,953;NA;5381;NA;FALSE
Kepler-188 c;0;NA;0,29071;5,996553;0,0643899638754534;NA;NA;transit;2014;281,279166666667;44,3013888888889;1201,9;1,01;1,141;NA;6021;NA;FALSE
Kepler-188 b;0;NA;0,1531;2,061897;0,0316030046413171;NA;NA;transit;2014;281,279166666667;44,3013888888889;1201,9;1,01;1,141;NA;6021;NA;FALSE
HAT-P-36 b;0;1,832;1,264;1,327;0,0238;1669,2;NA;transit;2012;188,2662875;44,9153277777778;317;1,022;1,096;0,26;5580;NA;FALSE
HIP 65891 b;0;6;NA;1084,5;2,81;NA;NA;RV;2015;202,605304583333;-58,6643540555556;136;2,5;8,93;0,16;5000;NA;FALSE
Kepler-15 b;0;0,66;0,96;4,942782;0,05714;1027,9;NA;transit;2011;296,200583333333;49,1401111111111;NA;1,018;0,992;0,36;5595;NA;FALSE
HD 63454 b;0;0,38;NA;2,818049;0,036;926,7;NA;RV;2005;114,8375;-78,2677777777778;35,8;0,8;NA;0,11;4841;NA;FALSE
HD 4113 b;0;1,56;NA;526,62;1,28;218,9;NA;RV;2007;10,8041666666667;-37,9680555555556;44;0,99;NA;0,2;5688;NA;TRUE
Kepler-216 c;0;NA;0,27704;17,406669;0,126251531497962;NA;NA;transit;2014;293,725;46,1177777777778;994,93;1,129;1,26;NA;6091;NA;FALSE
Kepler-216 b;0;NA;0,21416;7,693641;0,0732567227612095;NA;NA;transit;2014;293,725;46,1177777777778;994,93;1,129;1,26;NA;6091;NA;FALSE
83 Leonis B b;1;0,109;NA;17,0431;0,1232;581;NA;RV;2004;171,691666666667;3,00055555555556;18;0,83;0,96;0,36;4740;4;FALSE
83 Leonis B c;1;0,36;NA;4970;5,4;NA;NA;RV;2010;171,691666666667;3,00055555555556;18;0,83;0,96;0,36;4740;4;FALSE
BD +48 738 b;0;0,91;NA;392,6;1;643,9;NA;RV;2011;40,7083333333333;49,5836111111111;NA;0,74;11;-0,2;4414;NA;TRUE
HIP 5158 b;0;1,44;NA;345,63;0,89;168,8;NA;RV;2009;16,5083333333333;-22,4502777777778;45;0,78;NA;0,1;4962;NA;TRUE
HIP 5158 c;0;15,04;NA;9018;7,7;NA;NA;RV;2010;16,5083333333333;-22,4502777777778;45;0,78;NA;0,1;4962;NA;FALSE
Kepler-154 b;0;NA;0,20595;33,040532;0,201537349499125;NA;NA;transit;2014;289,779166666667;49,8844444444444;882,88;NA;1,001;NA;5690;NA;FALSE
Kepler-154 c;0;NA;0,26883;62,303276;0,307608343107792;NA;NA;transit;2014;289,779166666667;49,8844444444444;882,88;NA;1,001;NA;5690;NA;FALSE
Kepler-379 c;0;NA;0,20869;62,784697;0,298620118790419;NA;NA;transit;2014;295,7;38,9344444444444;758,7;1,11;1,306;NA;6054;NA;FALSE
Kepler-379 b;0;NA;0,15128;20,09838;0,139741016334978;NA;NA;transit;2014;295,7;38,9344444444444;758,7;1,11;1,306;NA;6054;NA;FALSE
HD 173416 b;0;2,7;NA;323,6;1,16;702,5;NA;RV;2009;280,9;36,5505555555556;135;2;13,5;NA;4683;NA;FALSE
HAT-P-6 b;0;1,057;1,33;3,853003;0,05235;1529,9;NA;transit;2007;354,775;42,4513888888889;200;1,29;1,46;-0,13;6570;NA;FALSE
Kepler-226 c;0;NA;0,20687;5,349555;0,0617358852810446;NA;NA;transit;2014;292,375;47,8680555555556;1017,85;0,912;0,802;NA;5571;NA;FALSE
Kepler-226 b;0;NA;0,14125;3,940997;0,0503574014824817;NA;NA;transit;2014;292,375;47,8680555555556;1017,85;0,912;0,802;NA;5571;NA;FALSE
Kepler-226 d;0;NA;0,11118;8,109044;0,0814652410449667;NA;NA;transit;2014;292,375;47,8680555555556;1017,85;0,912;0,802;NA;5571;NA;FALSE
Kepler-400 b;0;NA;0,15036;9,024389;0,0840085815300687;NA;NA;transit;2014;290,941666666667;40,4677777777778;716,62;1,03;1,145;NA;5886;NA;FALSE
Kepler-400 c;0;NA;0,13578;17,340824;0,129844911208518;NA;NA;transit;2014;290,941666666667;40,4677777777778;716,62;1,03;1,145;NA;5886;NA;FALSE
Kepler-113 c;0;NA;0,198664;8,92507;0,092692555266014;NA;NA;transit;2014;287,995833333333;50,9341666666667;255,9;0,75;0,69;0,05;4725;6,89;FALSE
Kepler-113 b;0;0,036805;0,165857;4,754;0,060908310378499;NA;NA;transit;2014;287,995833333333;50,9341666666667;255,9;0,75;0,69;0,05;4725;6,89;FALSE
KOI-285 b;0;NA;0,326;13,748933;0,118;934;NA;transit;2013;289,0875;41,5511111111111;367,56;1,209;1,719;NA;5883;5,2;FALSE
KOI-285 c;0;NA;0,219;26,72311;0,184;748;NA;transit;2013;289,0875;41,5511111111111;367,56;1,209;1,719;NA;5883;5,2;FALSE
KOI-285 d;0;NA;0,1844;49,3568;0,278;608;NA;transit;2014;289,0875;41,5511111111111;367,56;1,209;1,719;NA;5883;5,2;FALSE
HD 13189 b;0;14;NA;471,6;1,85;442,7;NA;RV;2005;32,4166666666667;32,3013888888889;185;4,5;50,39;NA;5150;NA;FALSE
HAT-P-27 b;0;0,62;1,02;3,039577;0,04;1102,7;NA;transit;2011;222,766666666667;5,93472222222222;204;0,92;0,87;0,14;5300;3,6;FALSE
Kepler-405 c;0;NA;0,42467;29,726682;0,186590024897433;NA;NA;transit;2014;291,408333333333;38,3338888888889;1513,02;1,02;0,893;NA;5818;NA;FALSE
Kepler-405 b;0;NA;0,18955;10,613839;0,0939086927094925;NA;NA;transit;2014;291,408333333333;38,3338888888889;1513,02;1,02;0,893;NA;5818;NA;FALSE
Kepler-29 b;0;NA;0,328069;10,33;0,09;828;NA;transit;2012;298,345833333333;47,4838888888889;1246;1;0,96;NA;5750;NA;FALSE
Kepler-29 c;0;0,3;0,26427;13,2907;0,11;749;NA;transit;2012;298,345833333333;47,4838888888889;1246;1;0,96;NA;5750;NA;FALSE
KOI-372 b;0;3,25;0,882;125,63243;0,4937;NA;NA;transit;2015;299,122458333333;41,86675;NA;1,014;1,122;-0,01;5820;1;FALSE
KOI-372 c;0;0,3194;NA;463,44;1,1667394440948;NA;NA;timing;2015;299,122458333333;41,86675;NA;1,014;1,122;-0,01;5820;1;TRUE
WASP-100 b;0;2,03;1,69;2,849375;0,0457;2190;NA;transit;2013;68,9583333333333;-64,0175;NA;1,57;2;-0,03;6900;NA;FALSE
Kepler-21 b;0;0,033;0,1459;2,785755;0,042507;1788,2;NA;transit;2011;287,3625;38,7013888888889;108;1,34;1,86;-0,15;6131;NA;FALSE
HAT-P-52 b;0;0,818;1,009;2,7535953;0,03694;1218;NA;transit;2015;42,7216666666667;29,0223888888889;385;0,887;0,893;0,28;5131;9,4;FALSE
FU Tau B;0;15;NA;NA;NA;2375;NA;imaging;2009;65,8974416666667;25,0508472222222;140;0,05;NA;NA;2838;NA;FALSE
Kepler-403 b;0;NA;0,11391;7,031462;0,0718380625559826;NA;NA;transit;2014;289,920833333333;46,7344444444444;605,63;NA;1,329;NA;6090;NA;FALSE
Kepler-403 c;0;NA;0,15948;54,280749;0,280600264561163;NA;NA;transit;2014;289,920833333333;46,7344444444444;605,63;NA;1,329;NA;6090;NA;FALSE
Kepler-389 b;0;NA;0,13761;3,244107;0,042893119759277;NA;NA;transit;2014;291,958333333333;44,9;1101,76;NA;0,792;NA;5376;NA;FALSE
Kepler-389 c;0;NA;0,13305;14,51143;0,116447721665438;NA;NA;transit;2014;291,958333333333;44,9;1101,76;NA;0,792;NA;5376;NA;FALSE
ROXs 42 B b;1;10;NA;NA;NA;NA;NA;imaging;2013;247,8125;-24,5338888888889;120;NA;NA;NA;NA;NA;FALSE
HD 73534 b;0;1,15;NA;1800;3,15;200,2;NA;RV;2009;129,816666666667;12,9508333333333;96,99;1,29;2,65;0,16;4952;NA;TRUE
HD 178911 B b;1;6,292;NA;71,487;0,32;469,8;NA;RV;2001;287,2625;34,5847222222222;46,73;1,07;1,14;0,28;5650;NA;FALSE
HD 65216 b;0;1,21;NA;613,1;1,37;193,9;NA;RV;2003;118,420833333333;-63,6347222222222;34,3;0,92;NA;-0,12;5666;NA;TRUE
HD 65216 c;0;2,24;NA;5542;6,30239946907893;NA;NA;RV;2011;118,420833333333;-63,6347222222222;34,3;0,92;NA;-0,12;5666;NA;FALSE
HAT-P-42 b;0;0,975;1,277;4,641876;0,0575;1427;NA;transit;2013;135,341666666667;6,08472222222222;447;1,179;1,528;0,27;5743;5,1;FALSE
DP Leo b;1;6,05;NA;10230;8,19;NA;NA;timing;2009;169,316666666667;17,9511111111111;400;NA;NA;NA;NA;NA;FALSE
HD 216435 b;0;1,26;NA;1311;2,56;224,7;NA;RV;2002;343,404166666667;-48,5847222222222;33,3;1,3;2;0,244;5767;NA;TRUE
CoRoT-16 b;0;0,53;1,17;5,35227;0,0618;1085,5;NA;transit;2010;278,525;-6;840;1,098;1,19;0,19;5650;NA;FALSE
Kepler-252 c;0;NA;0,19593;10,848463;0,113099248208767;NA;NA;transit;2014;295,579166666667;44,5344444444444;337,11;0,61;0,549;NA;4208;NA;FALSE
Kepler-252 b;0;NA;0,11209;6,668391;0,0817639030286837;NA;NA;transit;2014;295,579166666667;44,5344444444444;337,11;0,61;0,549;NA;4208;NA;FALSE
HD 11964 A b;1;0,622;NA;1945;3,16;NA;NA;RV;2005;29,2875;-10,2341666666667;33,98;1,125;2,18;0,17;NA;13,1;FALSE
HD 11964 A c;1;0,079;NA;37,91;0,229;NA;NA;RV;2005;29,2875;-10,2341666666667;33,98;1,125;2,18;0,17;NA;13,1;FALSE
WASP-50 b;0;1,47;1,15;1,955096;0,02945;1289,9;NA;transit;2011;43,6875;-10,8847222222222;230;0,89;0,84;-0,12;5400;NA;FALSE
Kepler-331 b;0;NA;0,16586;8,457496;0,0936514117724156;NA;NA;transit;2014;291,833333333333;39,3005555555556;466,86;0,653;0,492;NA;4347;NA;FALSE
Kepler-331 c;0;NA;0,16768;17,28111;0,150799841256634;NA;NA;transit;2014;291,833333333333;39,3005555555556;466,86;0,653;0,492;NA;4347;NA;FALSE
Kepler-331 d;0;NA;0,14945;32,134328;0,228033827117494;NA;NA;transit;2014;291,833333333333;39,3005555555556;466,86;0,653;0,492;NA;4347;NA;FALSE
HD 209458 b;0;0,714;1,38;3,52474859;0,04747;1316,1;NA;transit;1999;330,791666666667;18,8833333333333;47;1,148;1,146;0,02;6075;4;FALSE
KOI-135 b;0;1;1,09;3,02409309;0,0444;NA;NA;transit;2011;285,241666666667;46,6666666666667;1950;1,27;1,38;0,4;6050;2,3;FALSE
WASP-72 b;0;1,41;1,01;2,21672;0,03655;2210;NA;transit;2012;41,0375;-30,1666666666667;340;1,23;1,37;-0,06;6250;NA;FALSE
Gamma Leonis b;1;8,78;NA;428,5;1,19;NA;NA;RV;2009;154,993445833333;19,8412583333333;38,5;1,23;31,88;-0,51;4330;NA;TRUE
